int64_field_0,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
778,2.0,2019-01-01 00:39:13.000000 UTC,2019-01-01 00:53:23.000000 UTC,1.0,1.53,1.0,false,79,164,1.0,10.0,0.5,0.5,2.26,0.0,0.3,13.56,
779,1.0,2019-01-01 00:39:14.000000 UTC,2019-01-01 00:44:15.000000 UTC,1.0,1.3,1.0,false,237,236,2.0,6.0,0.5,0.5,0.0,0.0,0.3,7.3,
780,1.0,2019-01-01 00:49:20.000000 UTC,2019-01-01 00:58:24.000000 UTC,2.0,1.1,1.0,false,43,162,2.0,7.5,0.5,0.5,0.0,0.0,0.3,8.8,
781,2.0,2019-01-01 00:25:02.000000 UTC,2019-01-01 01:22:58.000000 UTC,5.0,9.28,1.0,false,48,225,2.0,41.0,0.5,0.5,0.0,0.0,0.3,42.3,
782,2.0,2019-01-01 00:18:47.000000 UTC,2019-01-01 00:31:19.000000 UTC,3.0,3.28,1.0,false,151,244,2.0,13.0,0.5,0.5,0.0,0.0,0.3,14.3,
783,1.0,2019-01-01 00:54:14.000000 UTC,2019-01-01 01:08:36.000000 UTC,1.0,1.9,1.0,false,230,143,1.0,11.0,0.5,0.5,3.05,0.0,0.3,15.35,
784,1.0,2019-01-01 00:03:05.000000 UTC,2019-01-01 00:11:39.000000 UTC,1.0,1.9,1.0,false,74,42,2.0,8.5,0.5,0.5,0.0,0.0,0.3,9.8,
785,1.0,2019-01-01 00:28:21.000000 UTC,2019-01-01 00:35:59.000000 UTC,2.0,2.1,1.0,false,238,48,1.0,8.5,0.5,0.5,0.0,0.0,0.3,9.8,
786,1.0,2019-01-01 00:38:32.000000 UTC,2019-01-01 00:50:15.000000 UTC,1.0,3.6,1.0,false,48,41,1.0,12.5,0.5,0.5,2.35,0.0,0.3,16.15,
787,1.0,2019-01-01 00:58:20.000000 UTC,2019-01-01 01:18:51.000000 UTC,1.0,4.2,1.0,false,239,137,1.0,17.0,0.5,0.5,0.0,0.0,0.3,18.3,
788,1.0,2019-01-01 00:10:30.000000 UTC,2019-01-01 00:27:33.000000 UTC,2.0,8.8,1.0,false,140,243,1.0,25.5,0.5,0.5,5.35,0.0,0.3,32.15,
789,1.0,2019-01-01 00:32:46.000000 UTC,2019-01-01 00:47:47.000000 UTC,2.0,3.2,1.0,false,244,41,1.0,13.0,0.5,0.5,2.85,0.0,0.3,17.15,
790,1.0,2019-01-01 00:49:18.000000 UTC,2019-01-01 00:59:52.000000 UTC,3.0,2.0,1.0,false,41,236,1.0,9.5,0.5,0.5,2.15,0.0,0.3,12.95,
791,2.0,2019-01-01 00:24:59.000000 UTC,2019-01-01 00:43:49.000000 UTC,1.0,2.58,1.0,false,237,48,1.0,14.0,0.5,0.5,4.59,0.0,0.3,19.89,
792,2.0,2019-01-01 00:52:37.000000 UTC,2019-01-01 01:07:36.000000 UTC,1.0,6.37,1.0,false,48,244,1.0,20.0,0.5,0.5,4.26,0.0,0.3,25.56,
793,2.0,2019-01-01 00:26:43.000000 UTC,2019-01-01 00:42:51.000000 UTC,1.0,3.89,1.0,false,263,239,1.0,14.5,0.5,0.5,3.16,0.0,0.3,18.96,
794,2.0,2019-01-01 00:48:21.000000 UTC,2019-01-01 01:02:16.000000 UTC,1.0,2.27,1.0,false,143,262,1.0,11.0,0.5,0.5,2.46,0.0,0.3,14.76,
795,1.0,2019-01-01 00:17:29.000000 UTC,2019-01-01 00:31:23.000000 UTC,1.0,4.7,1.0,false,4,263,1.0,15.5,0.5,0.5,3.35,0.0,0.3,20.15,
796,1.0,2019-01-01 00:33:02.000000 UTC,2019-01-01 00:46:50.000000 UTC,1.0,3.4,1.0,false,262,170,1.0,12.5,0.5,0.5,1.0,0.0,0.3,14.8,
797,1.0,2019-01-01 00:50:04.000000 UTC,2019-01-01 01:03:49.000000 UTC,1.0,2.0,1.0,false,164,237,1.0,11.0,0.5,0.5,3.65,0.0,0.3,15.95,
798,1.0,2019-01-01 00:29:25.000000 UTC,2019-01-01 00:57:49.000000 UTC,1.0,4.3,1.0,false,246,144,1.0,19.5,0.5,0.5,4.15,0.0,0.3,24.95,
799,1.0,2019-01-01 00:58:59.000000 UTC,2019-01-01 01:05:55.000000 UTC,1.0,1.2,1.0,false,144,87,1.0,7.0,0.5,0.5,3.0,0.0,0.3,11.3,
800,2.0,2019-01-01 00:05:17.000000 UTC,2019-01-01 00:09:38.000000 UTC,4.0,0.78,1.0,false,211,144,1.0,5.0,0.5,0.5,1.26,0.0,0.3,7.56,
801,2.0,2019-01-01 00:15:12.000000 UTC,2019-01-01 00:34:35.000000 UTC,4.0,2.57,1.0,false,79,246,1.0,13.5,0.5,0.5,1.48,0.0,0.3,16.28,
802,2.0,2019-01-01 00:35:43.000000 UTC,2019-01-01 00:57:34.000000 UTC,4.0,3.37,1.0,false,246,238,2.0,16.5,0.5,0.5,0.0,0.0,0.3,17.8,
803,2.0,2019-01-01 00:59:06.000000 UTC,2019-01-01 01:10:43.000000 UTC,3.0,2.4,1.0,false,239,237,2.0,10.5,0.5,0.5,0.0,0.0,0.3,11.8,
804,2.0,2019-01-01 00:27:36.000000 UTC,2019-01-01 00:31:05.000000 UTC,1.0,0.46,1.0,false,107,107,2.0,4.5,0.5,0.5,0.0,0.0,0.3,5.8,
805,2.0,2019-01-01 00:48:31.000000 UTC,2019-01-01 00:59:22.000000 UTC,2.0,1.0,1.0,false,170,161,1.0,8.0,0.5,0.5,1.4,0.0,0.3,10.7,
806,2.0,2019-01-01 00:15:34.000000 UTC,2019-01-01 00:27:35.000000 UTC,5.0,1.5,1.0,false,163,237,1.0,6.5,0.5,0.5,1.95,0.0,0.3,9.75,
807,2.0,2019-01-01 00:30:07.000000 UTC,2019-01-01 00:56:57.000000 UTC,5.0,4.74,1.0,false,237,158,1.0,20.0,0.5,0.5,4.26,0.0,0.3,25.56,
808,2.0,2019-01-01 00:58:19.000000 UTC,2019-01-01 01:29:22.000000 UTC,4.0,6.25,1.0,false,158,166,1.0,25.5,0.5,0.5,5.36,0.0,0.3,32.16,
809,2.0,2019-01-01 00:29:23.000000 UTC,2019-01-01 00:37:54.000000 UTC,5.0,1.36,1.0,false,79,164,1.0,7.0,0.5,0.5,1.66,0.0,0.3,9.96,
810,2.0,2019-01-01 00:39:14.000000 UTC,2019-01-01 01:03:19.000000 UTC,5.0,1.57,1.0,false,170,48,1.0,14.5,0.5,0.5,3.95,0.0,0.3,19.75,
811,2.0,2019-01-01 00:19:01.000000 UTC,2019-01-01 00:37:56.000000 UTC,1.0,3.7,1.0,false,249,143,1.0,15.5,0.5,0.5,3.36,0.0,0.3,20.16,
812,2.0,2019-01-01 00:38:52.000000 UTC,2019-01-01 01:06:26.000000 UTC,1.0,4.19,1.0,false,143,224,1.0,19.5,0.5,0.5,2.0,0.0,0.3,22.8,
813,2.0,2019-01-01 00:15:50.000000 UTC,2019-01-01 00:21:30.000000 UTC,2.0,1.01,1.0,false,239,151,1.0,6.0,0.5,0.5,1.46,0.0,0.3,8.76,
814,2.0,2019-01-01 00:24:22.000000 UTC,2019-01-01 00:33:52.000000 UTC,1.0,1.93,1.0,false,151,236,1.0,9.0,0.5,0.5,2.06,0.0,0.3,12.36,
815,2.0,2019-01-01 00:47:54.000000 UTC,2019-01-01 00:55:43.000000 UTC,2.0,1.96,1.0,false,161,263,2.0,8.0,0.5,0.5,0.0,0.0,0.3,9.3,
816,2.0,2019-01-01 00:31:46.000000 UTC,2019-01-01 00:48:17.000000 UTC,1.0,1.37,1.0,false,90,68,2.0,11.0,0.5,0.5,0.0,0.0,0.3,12.3,
817,2.0,2019-01-01 00:13:09.000000 UTC,2019-01-01 00:45:33.000000 UTC,2.0,3.02,1.0,false,161,48,2.0,20.0,0.5,0.5,0.0,0.0,0.3,21.3,
818,2.0,2019-01-01 00:46:48.000000 UTC,2019-01-01 01:16:17.000000 UTC,2.0,3.34,1.0,false,48,224,1.0,19.0,0.5,0.5,4.06,0.0,0.3,24.36,
819,1.0,2019-01-01 00:26:56.000000 UTC,2019-01-01 00:43:40.000000 UTC,1.0,2.9,1.0,false,233,79,2.0,13.0,0.5,0.5,0.0,0.0,0.3,14.3,
820,1.0,2019-01-01 00:44:54.000000 UTC,2019-01-01 00:58:41.000000 UTC,1.0,2.5,1.0,false,79,100,1.0,11.0,0.5,0.5,1.85,0.0,0.3,14.15,
821,1.0,2019-01-01 00:17:06.000000 UTC,2019-01-01 00:45:05.000000 UTC,1.0,2.4,1.0,false,107,230,1.0,17.0,0.5,0.5,4.55,0.0,0.3,22.85,
822,1.0,2019-01-01 00:54:49.000000 UTC,2019-01-01 01:26:46.000000 UTC,2.0,5.5,1.0,false,163,231,1.0,23.0,0.5,0.5,4.85,0.0,0.3,29.15,
823,2.0,2019-01-01 00:08:33.000000 UTC,2019-01-01 00:14:27.000000 UTC,1.0,1.68,1.0,false,263,229,1.0,7.0,0.5,0.5,1.33,0.0,0.3,9.63,
824,2.0,2019-01-01 00:27:35.000000 UTC,2019-01-02 00:03:49.000000 UTC,1.0,8.28,1.0,false,138,263,1.0,23.5,0.5,0.5,6.11,5.76,0.3,36.67,
825,2.0,2019-01-01 00:15:58.000000 UTC,2019-01-01 00:27:36.000000 UTC,1.0,2.02,1.0,false,79,231,1.0,10.0,0.5,0.5,3.39,0.0,0.3,14.69,
826,2.0,2019-01-01 00:31:51.000000 UTC,2019-01-01 00:53:28.000000 UTC,1.0,8.08,1.0,false,231,141,1.0,25.5,0.5,0.5,5.36,0.0,0.3,32.16,
827,2.0,2019-01-01 00:15:50.000000 UTC,2019-01-01 00:36:39.000000 UTC,1.0,3.97,1.0,false,181,114,2.0,17.0,0.5,0.5,0.0,0.0,0.3,18.3,
828,2.0,2019-01-01 00:38:51.000000 UTC,2019-01-01 01:01:22.000000 UTC,1.0,2.85,1.0,false,114,162,1.0,15.5,0.5,0.5,3.36,0.0,0.3,20.16,
829,1.0,2019-01-01 00:25:28.000000 UTC,2019-01-01 00:28:08.000000 UTC,2.0,0.3,1.0,false,262,263,2.0,4.0,0.5,0.5,0.0,0.0,0.3,5.3,
830,1.0,2019-01-01 00:30:51.000000 UTC,2019-01-01 00:47:19.000000 UTC,1.0,4.3,1.0,false,263,107,1.0,16.0,0.5,0.5,3.45,0.0,0.3,20.75,
831,1.0,2019-01-01 00:52:38.000000 UTC,2019-01-01 00:58:12.000000 UTC,3.0,1.1,1.0,false,107,162,2.0,6.0,0.5,0.5,0.0,0.0,0.3,7.3,
832,1.0,2019-01-01 00:26:30.000000 UTC,2019-01-01 00:57:35.000000 UTC,1.0,11.2,1.0,false,132,36,1.0,33.0,0.5,0.5,6.85,0.0,0.3,41.15,
833,2.0,2019-01-01 00:35:14.000000 UTC,2019-01-01 00:42:34.000000 UTC,1.0,1.15,1.0,false,142,239,1.0,7.0,0.5,0.5,1.0,0.0,0.3,9.3,
834,2.0,2019-01-01 00:47:14.000000 UTC,2019-01-01 00:58:31.000000 UTC,1.0,2.51,1.0,false,239,162,2.0,10.5,0.5,0.5,0.0,0.0,0.3,11.8,
835,2.0,2019-01-01 00:18:35.000000 UTC,2019-01-01 00:39:59.000000 UTC,1.0,2.22,1.0,false,249,170,2.0,14.0,0.5,0.5,0.0,0.0,0.3,15.3,
836,2.0,2019-01-01 00:51:31.000000 UTC,2019-01-01 00:56:49.000000 UTC,1.0,0.78,1.0,false,233,162,1.0,5.5,0.5,0.5,1.36,0.0,0.3,8.16,
837,2.0,2019-01-01 00:57:54.000000 UTC,2019-01-01 01:08:28.000000 UTC,1.0,2.06,1.0,false,162,234,1.0,9.0,0.5,0.5,2.06,0.0,0.3,12.36,
838,2.0,2019-01-01 00:04:39.000000 UTC,2019-01-01 00:14:14.000000 UTC,1.0,2.24,1.0,false,50,68,1.0,9.5,0.5,0.5,1.2,0.0,0.3,12.0,
839,2.0,2019-01-01 00:15:57.000000 UTC,2019-01-01 00:29:41.000000 UTC,1.0,2.29,1.0,false,68,48,1.0,11.5,0.5,0.5,2.56,0.0,0.3,15.36,
840,2.0,2019-01-01 00:34:11.000000 UTC,2019-01-01 00:54:52.000000 UTC,1.0,3.17,1.0,false,50,113,1.0,15.0,0.5,0.5,3.26,0.0,0.3,19.56,
841,2.0,2019-01-01 00:56:23.000000 UTC,2019-01-01 01:01:56.000000 UTC,1.0,1.18,1.0,false,113,90,1.0,6.0,0.5,0.5,1.46,0.0,0.3,8.76,
842,1.0,2019-01-01 00:43:39.000000 UTC,2019-01-01 00:47:15.000000 UTC,2.0,0.7,1.0,false,249,90,1.0,4.5,0.5,0.5,1.7,0.0,0.3,7.5,
843,1.0,2019-01-01 00:50:25.000000 UTC,2019-01-01 00:57:29.000000 UTC,4.0,0.5,1.0,false,90,68,1.0,6.0,0.5,0.5,1.45,0.0,0.3,8.75,
844,1.0,2019-01-01 00:59:26.000000 UTC,2019-01-01 01:20:38.000000 UTC,1.0,3.8,1.0,false,68,238,2.0,16.5,0.5,0.5,0.0,0.0,0.3,17.8,
845,1.0,2019-01-01 00:41:58.000000 UTC,2019-01-01 00:44:05.000000 UTC,1.0,0.0,1.0,false,161,161,3.0,3.5,0.5,0.5,0.0,0.0,0.3,4.8,
846,1.0,2019-01-01 00:56:48.000000 UTC,2019-01-01 01:14:25.000000 UTC,1.0,2.5,1.0,false,161,262,2.0,13.0,0.5,0.5,0.0,0.0,0.3,14.3,
847,2.0,2019-01-01 00:12:44.000000 UTC,2019-01-01 00:36:27.000000 UTC,2.0,17.61,2.0,false,132,74,1.0,52.0,0.0,0.5,11.71,5.76,0.3,70.27,
848,2.0,2019-01-01 00:48:41.000000 UTC,2019-01-01 01:15:27.000000 UTC,1.0,9.53,1.0,false,263,95,1.0,29.5,0.5,0.5,9.24,0.0,0.3,40.04,
849,1.0,2019-01-01 00:11:43.000000 UTC,2019-01-01 00:21:13.000000 UTC,1.0,1.5,1.0,false,48,186,2.0,8.0,0.5,0.5,0.0,0.0,0.3,9.3,
850,1.0,2019-01-01 00:23:47.000000 UTC,2019-01-01 00:41:58.000000 UTC,1.0,2.3,1.0,false,186,237,1.0,12.5,0.5,0.5,1.0,0.0,0.3,14.8,
851,1.0,2019-01-01 00:43:25.000000 UTC,2019-01-01 00:48:51.000000 UTC,1.0,1.2,1.0,false,237,236,2.0,6.0,0.5,0.5,0.0,0.0,0.3,7.3,
852,1.0,2019-01-01 00:52:34.000000 UTC,2019-01-01 01:00:24.000000 UTC,1.0,1.6,1.0,false,236,238,1.0,7.5,0.5,0.5,1.0,0.0,0.3,9.8,
853,2.0,2019-01-01 00:30:14.000000 UTC,2019-01-01 00:59:29.000000 UTC,1.0,4.83,1.0,false,114,237,2.0,21.0,0.5,0.5,0.0,0.0,0.3,22.3,
854,1.0,2019-01-01 00:34:41.000000 UTC,2019-01-01 00:43:42.000000 UTC,1.0,0.7,1.0,false,234,164,2.0,7.0,0.5,0.5,0.0,0.0,0.3,8.3,
855,1.0,2019-01-01 00:52:25.000000 UTC,2019-01-01 01:18:37.000000 UTC,1.0,2.6,1.0,false,234,143,1.0,17.5,0.5,0.5,4.7,0.0,0.3,23.5,
856,2.0,2019-01-01 00:54:01.000000 UTC,2019-01-01 00:59:20.000000 UTC,2.0,0.8,1.0,false,50,246,1.0,5.5,0.5,0.5,1.36,0.0,0.3,8.16,
857,1.0,2019-01-01 00:29:50.000000 UTC,2019-01-01 00:37:31.000000 UTC,2.0,0.8,1.0,false,262,236,1.0,6.5,0.5,0.5,1.17,0.0,0.3,8.97,
858,1.0,2019-01-01 00:44:01.000000 UTC,2019-01-01 00:50:15.000000 UTC,4.0,2.2,1.0,false,236,74,1.0,8.0,0.5,0.5,0.0,0.0,0.3,9.3,
859,1.0,2019-01-01 00:58:16.000000 UTC,2019-01-01 01:14:43.000000 UTC,2.0,2.7,1.0,false,74,116,1.0,12.5,0.5,0.5,2.75,0.0,0.3,16.55,
860,2.0,2019-01-01 00:19:47.000000 UTC,2019-01-01 00:37:51.000000 UTC,2.0,1.84,1.0,false,114,158,1.0,12.5,0.5,0.5,2.76,0.0,0.3,16.56,
861,2.0,2019-01-01 00:39:00.000000 UTC,2019-01-01 01:05:21.000000 UTC,2.0,3.26,1.0,false,158,148,1.0,17.0,0.5,0.5,3.66,0.0,0.3,21.96,
862,2.0,2019-01-01 00:11:22.000000 UTC,2019-01-01 00:18:50.000000 UTC,1.0,1.8,1.0,false,142,151,2.0,8.0,0.5,0.5,0.0,0.0,0.3,9.3,
863,2.0,2019-01-01 00:24:02.000000 UTC,2019-01-01 00:28:04.000000 UTC,1.0,0.56,1.0,false,151,166,1.0,4.5,0.5,0.5,1.16,0.0,0.3,6.96,
864,2.0,2019-01-01 00:31:11.000000 UTC,2019-01-01 00:35:17.000000 UTC,1.0,0.72,1.0,false,166,238,1.0,5.0,0.5,0.5,1.58,0.0,0.3,7.88,
865,2.0,2019-01-01 00:42:09.000000 UTC,2019-01-01 01:02:12.000000 UTC,1.0,4.03,1.0,false,238,170,2.0,16.0,0.5,0.5,0.0,0.0,0.3,17.3,
866,1.0,2019-01-01 00:12:40.000000 UTC,2019-01-01 00:17:40.000000 UTC,3.0,1.4,1.0,false,263,140,2.0,6.5,0.5,0.5,0.0,0.0,0.3,7.8,
867,1.0,2019-01-01 00:20:05.000000 UTC,2019-01-01 00:25:58.000000 UTC,1.0,1.9,1.0,false,141,75,1.0,7.5,0.5,0.5,1.76,0.0,0.3,10.56,
868,1.0,2019-01-01 00:40:51.000000 UTC,2019-01-01 00:48:02.000000 UTC,3.0,1.4,1.0,false,236,238,2.0,7.5,0.5,0.5,0.0,0.0,0.3,8.8,
869,1.0,2019-01-01 00:52:23.000000 UTC,2019-01-01 00:56:11.000000 UTC,2.0,0.8,1.0,false,43,238,1.0,5.0,0.5,0.5,1.25,0.0,0.3,7.55,
870,1.0,2019-01-01 00:59:10.000000 UTC,2019-01-01 01:13:22.000000 UTC,1.0,2.5,1.0,false,238,48,1.0,12.0,0.5,0.5,10.0,0.0,0.3,23.3,
871,2.0,2019-01-01 00:13:52.000000 UTC,2019-01-01 00:24:38.000000 UTC,2.0,0.57,1.0,false,90,246,2.0,8.0,0.5,0.5,0.0,0.0,0.3,9.3,
872,2.0,2019-01-01 00:26:47.000000 UTC,2019-01-01 00:27:59.000000 UTC,1.0,0.28,1.0,false,68,68,1.0,3.0,0.5,0.5,0.86,0.0,0.3,5.16,
873,2.0,2019-01-01 00:37:27.000000 UTC,2019-01-01 00:43:01.000000 UTC,1.0,0.95,1.0,false,158,90,1.0,6.0,0.5,0.5,1.46,0.0,0.3,8.76,
874,2.0,2019-01-01 00:54:40.000000 UTC,2019-01-01 01:01:05.000000 UTC,2.0,0.86,1.0,false,113,158,1.0,6.0,0.5,0.5,1.46,0.0,0.3,8.76,
875,2.0,2019-01-01 00:14:30.000000 UTC,2019-01-01 00:34:13.000000 UTC,1.0,4.1,1.0,false,50,263,1.0,16.5,0.5,0.5,2.85,0.0,0.3,20.65,
876,2.0,2019-01-01 00:35:31.000000 UTC,2019-01-01 00:39:28.000000 UTC,1.0,1.05,1.0,false,263,141,1.0,5.5,0.5,0.5,1.36,0.0,0.3,8.16,
877,2.0,2019-01-01 00:57:46.000000 UTC,2019-01-01 01:03:58.000000 UTC,1.0,0.99,1.0,false,234,186,1.0,6.0,0.5,0.5,1.5,0.0,0.3,8.8,
878,2.0,2018-12-31 23:58:36.000000 UTC,2019-01-01 00:04:18.000000 UTC,1.0,0.54,1.0,false,229,229,1.0,5.5,0.5,0.5,2.04,0.0,0.3,8.84,
879,2.0,2019-01-01 00:10:54.000000 UTC,2019-01-01 00:15:58.000000 UTC,2.0,0.74,1.0,false,263,236,2.0,5.5,0.5,0.5,0.0,0.0,0.3,6.8,
880,2.0,2019-01-01 00:18:19.000000 UTC,2019-01-01 00:20:45.000000 UTC,1.0,0.71,1.0,false,236,236,2.0,4.0,0.5,0.5,0.0,0.0,0.3,5.3,
881,1.0,2019-01-01 00:15:57.000000 UTC,2019-01-01 00:20:42.000000 UTC,1.0,1.0,1.0,false,7,146,2.0,5.5,0.5,0.5,0.0,0.0,0.3,6.8,
882,1.0,2019-01-01 00:27:34.000000 UTC,2019-01-01 00:31:01.000000 UTC,1.0,0.4,1.0,false,141,237,1.0,4.5,0.5,0.5,1.0,0.0,0.3,6.8,
883,1.0,2019-01-01 00:32:54.000000 UTC,2019-01-01 00:37:30.000000 UTC,1.0,0.7,1.0,false,237,237,2.0,5.0,0.5,0.5,0.0,0.0,0.3,6.3,
884,1.0,2019-01-01 00:39:24.000000 UTC,2019-01-01 00:50:48.000000 UTC,1.0,1.7,1.0,false,237,143,1.0,9.0,0.5,0.5,1.5,0.0,0.3,11.8,
885,1.0,2019-01-01 00:53:44.000000 UTC,2019-01-01 00:58:14.000000 UTC,1.0,0.7,1.0,false,143,50,1.0,5.0,0.5,0.5,1.25,0.0,0.3,7.55,
886,1.0,2019-01-01 00:33:10.000000 UTC,2019-01-01 00:42:25.000000 UTC,1.0,1.5,1.0,false,211,4,1.0,8.5,0.5,0.5,2.45,0.0,0.3,12.25,
887,1.0,2019-01-01 00:47:10.000000 UTC,2019-01-01 00:56:31.000000 UTC,1.0,3.9,1.0,false,4,261,1.0,13.0,0.5,0.5,2.85,0.0,0.3,17.15,
888,1.0,2019-01-01 00:57:28.000000 UTC,2019-01-01 01:13:50.000000 UTC,2.0,2.5,1.0,false,261,79,1.0,13.0,0.5,0.5,2.85,0.0,0.3,17.15,
889,1.0,2019-01-01 00:20:44.000000 UTC,2019-01-01 00:24:32.000000 UTC,1.0,1.2,1.0,false,237,236,1.0,5.5,0.5,0.5,1.35,0.0,0.3,8.15,
890,1.0,2019-01-01 00:29:27.000000 UTC,2019-01-01 00:32:32.000000 UTC,1.0,1.3,1.0,false,236,162,1.0,5.5,0.5,0.5,2.0,0.0,0.3,8.8,
891,1.0,2019-01-01 00:38:10.000000 UTC,2019-01-01 01:04:34.000000 UTC,1.0,2.5,1.0,false,162,50,2.0,16.5,0.5,0.5,0.0,0.0,0.3,17.8,
892,1.0,2019-01-01 00:12:33.000000 UTC,2019-01-01 00:27:48.000000 UTC,1.0,1.6,1.0,false,90,50,1.0,11.0,0.5,0.5,1.23,0.0,0.3,13.53,
893,1.0,2019-01-01 00:33:10.000000 UTC,2019-01-01 00:55:24.000000 UTC,1.0,3.1,1.0,false,50,249,1.0,15.5,0.5,0.5,3.35,0.0,0.3,20.15,
894,1.0,2019-01-01 00:57:01.000000 UTC,2019-01-01 01:00:43.000000 UTC,2.0,0.5,1.0,false,249,90,2.0,4.5,0.5,0.5,0.0,0.0,0.3,5.8,
895,2.0,2019-01-01 00:32:00.000000 UTC,2019-01-01 00:42:08.000000 UTC,1.0,2.69,1.0,false,229,140,1.0,10.0,0.5,0.5,2.26,0.0,0.3,13.56,
896,2.0,2019-01-01 00:47:01.000000 UTC,2019-01-01 00:57:26.000000 UTC,2.0,1.89,1.0,false,262,262,1.0,9.0,0.5,0.5,3.09,0.0,0.3,13.39,
897,2.0,2019-01-01 00:39:03.000000 UTC,2019-01-01 00:44:32.000000 UTC,1.0,0.89,1.0,false,148,79,1.0,5.5,0.5,0.5,1.36,0.0,0.3,8.16,
898,2.0,2019-01-01 00:54:40.000000 UTC,2019-01-01 01:07:12.000000 UTC,1.0,1.45,1.0,false,79,158,1.0,9.5,0.5,0.5,2.16,0.0,0.3,12.96,
899,1.0,2019-01-01 00:16:41.000000 UTC,2019-01-01 00:28:47.000000 UTC,4.0,1.7,1.0,false,164,79,2.0,9.5,0.5,0.5,0.0,0.0,0.3,10.8,
900,1.0,2019-01-01 00:37:12.000000 UTC,2019-01-01 00:45:03.000000 UTC,1.0,2.0,1.0,false,137,141,1.0,8.0,0.5,0.5,1.85,0.0,0.3,11.15,
901,1.0,2019-01-01 00:50:19.000000 UTC,2019-01-01 01:04:18.000000 UTC,1.0,5.9,1.0,false,141,83,2.0,18.5,0.5,0.5,0.0,0.0,0.3,19.8,
902,2.0,2019-01-01 00:07:02.000000 UTC,2019-01-01 00:14:25.000000 UTC,1.0,0.51,1.0,false,158,114,2.0,6.0,0.5,0.5,0.0,0.0,0.3,7.3,
903,2.0,2019-01-01 00:26:44.000000 UTC,2019-01-01 00:32:31.000000 UTC,1.0,0.9,1.0,false,158,249,1.0,5.5,0.5,0.5,1.7,0.0,0.3,8.5,
904,2.0,2019-01-01 00:35:19.000000 UTC,2019-01-01 01:04:51.000000 UTC,1.0,3.12,1.0,false,114,163,1.0,19.0,0.5,0.5,0.0,0.0,0.3,20.3,
905,1.0,2019-01-01 00:20:15.000000 UTC,2019-01-01 00:26:42.000000 UTC,0.0,0.7,1.0,false,90,249,1.0,6.0,0.5,0.5,1.0,0.0,0.3,8.3,
906,1.0,2019-01-01 00:32:50.000000 UTC,2019-01-01 00:38:47.000000 UTC,1.0,0.6,1.0,false,249,249,1.0,5.5,0.5,0.5,0.68,0.0,0.3,7.48,
907,1.0,2019-01-01 00:40:29.000000 UTC,2019-01-01 01:00:28.000000 UTC,1.0,2.6,1.0,false,158,48,1.0,14.0,0.5,0.5,3.05,0.0,0.3,18.35,
908,1.0,2019-01-01 00:21:57.000000 UTC,2019-01-01 00:27:15.000000 UTC,1.0,1.0,1.0,false,166,24,2.0,6.0,0.5,0.5,0.0,0.0,0.3,7.3,
909,1.0,2019-01-01 00:32:23.000000 UTC,2019-01-01 00:43:07.000000 UTC,1.0,1.7,1.0,false,43,262,1.0,9.0,0.5,0.5,0.75,0.0,0.3,11.05,
910,1.0,2019-01-01 00:55:20.000000 UTC,2019-01-01 01:04:13.000000 UTC,2.0,1.5,1.0,false,236,239,1.0,8.0,0.5,0.5,1.0,0.0,0.3,10.3,
911,1.0,2019-01-01 00:22:15.000000 UTC,2019-01-01 00:34:38.000000 UTC,1.0,2.2,1.0,false,158,148,1.0,10.5,0.5,0.5,1.18,0.0,0.3,12.98,
912,1.0,2019-01-01 00:35:21.000000 UTC,2019-01-01 00:55:56.000000 UTC,1.0,5.1,1.0,false,148,141,1.0,19.5,0.5,0.5,4.15,0.0,0.3,24.95,
913,1.0,2019-01-01 00:58:27.000000 UTC,2019-01-01 01:01:31.000000 UTC,1.0,0.8,1.0,false,141,236,1.0,4.5,0.5,0.5,1.15,0.0,0.3,6.95,
914,2.0,2019-01-01 00:14:57.000000 UTC,2019-01-01 00:18:11.000000 UTC,1.0,0.55,1.0,false,236,263,1.0,4.5,0.5,0.5,1.74,0.0,0.3,7.54,
915,2.0,2019-01-01 00:20:13.000000 UTC,2019-01-01 00:47:45.000000 UTC,1.0,4.82,1.0,false,263,68,2.0,20.0,0.5,0.5,0.0,0.0,0.3,21.3,
916,2.0,2019-01-01 00:52:40.000000 UTC,2019-01-01 01:23:35.000000 UTC,1.0,6.06,1.0,false,68,41,2.0,24.5,0.5,0.5,0.0,0.0,0.3,25.8,
917,2.0,2019-01-01 00:05:46.000000 UTC,2019-01-01 00:14:51.000000 UTC,1.0,1.11,1.0,false,234,170,1.0,7.5,0.5,0.5,1.0,0.0,0.3,9.8,
918,2.0,2019-01-01 00:22:41.000000 UTC,2019-01-01 00:39:48.000000 UTC,1.0,3.29,1.0,false,164,231,2.0,13.5,0.5,0.5,0.0,0.0,0.3,14.8,
919,2.0,2019-01-01 00:43:09.000000 UTC,2019-01-01 00:46:56.000000 UTC,1.0,0.67,1.0,false,231,211,1.0,4.5,0.5,0.5,1.16,0.0,0.3,6.96,
